YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2005,FORD,ESCAPE HYBRID,SUV,2.3,4,AV,X,6.6,7.0,6.8,42,156
2004,AUDI,S4 CABRIOLET,SUBCOMPACT,4.2,8,M6,Z,15.8,10.2,13.3,21,306
2011,GMC,YUKON XL,SUV,5.3,8,A6,X,14.4,9.5,12.2,23,281
2007,GMC,ACADIA,SUV,3.6,6,A6,X,13.0,8.3,10.9,26,251
2012,KIA,SORENTO,SUV,3.5,6,AS6,X,10.3,7.7,9.1,31,209
2001,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,9.8,7.0,8.5,33,196
2001,AUDI,A6,MID-SIZE,2.8,6,A5,Z,13.4,8.6,11.2,25,258
2003,TOYOTA,COROLLA,COMPACT,1.8,4,A4,X,8.1,5.8,7.1,40,163
2007,VOLKSWAGEN,RABBIT,COMPACT,2.5,5,M5,X,10.7,7.2,9.1,31,209
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,22.8,14.5,19.1,15,306
2016,BMW,535i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
2009,CHEVROLET,HHR PANEL TURBO,SUV,2.0,4,A4,Z,10.8,6.9,9.0,31,207
2016,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22,305
2002,MERCEDES-BENZ,E 320 WAGON,STATION WAGON - MID-SIZE,3.2,6,A5,Z,12.1,7.9,10.2,28,235
2015,VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34,189
2021,Audi,SQ5 Sportback quattro,SUV: Small,3.0,6,AS8,Z,13.1,9.9,11.6,24,274
2013,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,9.5,7.2,8.4,34,193
2002,TOYOTA,HIGHLANDER 4X4,SUV,3.0,6,A4,X,13.0,9.7,11.5,25,264
2000,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,A4,X,15.6,11.5,13.8,20,317
2010,MERCEDES-BENZ,S 600,FULL-SIZE,5.5,12,A5,Z,19.1,11.6,15.7,18,361
2013,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,8.5,6.7,7.7,37,177
2021,Porsche,718 Boxster T,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,27,245
2018,Kia,Forte,Mid-size,2.0,4,M6,X,9.4,6.8,8.3,34,195
2003,FORD,F150 #,PICKUP TRUCK - STANDARD,5.4,8,A4,Z,19.4,13.6,16.8,17,386
2010,MERCEDES-BENZ,S 400 HYBRID,FULL-SIZE,3.5,6,A7,Z,11.0,7.7,9.5,30,218
2009,KIA,SORENTO 4X4,SUV,3.8,6,AS5,X,14.0,9.8,12.1,23,278
2000,PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,A3,X,7.8,6.2,7.1,40,163
2008,CHEVROLET,COBALT,SUBCOMPACT,2.4,4,A4,Z,9.4,6.4,8.0,35,184
2002,HYUNDAI,SONATA,MID-SIZE,2.7,6,A4,X,11.8,7.9,10.0,28,230
2011,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,9.5,7.2,8.5,33,196
2017,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,10.6,12.9,22,304
2009,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,A4,X,14.4,9.8,12.4,23,285
2022,Aston Martin,DBX V8,SUV: Standard,4.0,8,A9,Z,16.8,11.9,14.6,19,343
2018,Volkswagen,Beetle Convertible,Subcompact,2.0,4,AS6,X,9.0,7.2,8.2,34,191
2019,Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,X,8.5,6.2,7.5,38,175
2014,AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.4,6.3,8.0,35,184
2015,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,18.6,12.6,15.9,18,254
2015,MINI,COOPER PACEMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200
2013,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,10.2,6.9,8.7,32,139
2007,PORSCHE,CAYMAN S,TWO-SEATER,3.2,6,AS6,Z,11.6,7.9,9.9,29,228
2019,Kia,Sorento,SUV: Small,2.4,4,AS6,X,10.7,8.2,9.6,29,225
2008,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS6,Z,10.8,7.2,9.2,31,212
2002,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,19.1,13.4,16.5,17,380
2001,MAZDA,B3000,PICKUP TRUCK - STANDARD,3.0,6,A5,X,14.3,10.2,12.5,23,288
2016,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,5.8,6.9,41,162
2012,AUDI,Q5,SUV,2.0,4,AS8,Z,10.6,7.7,9.3,30,214
2001,CHRYSLER,SEBRING COUPE,COMPACT,3.0,6,M5,X,11.6,7.7,9.8,29,225
2016,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AM6,X,6.7,6.1,6.4,44,150
2008,FORD,RANGER,PICKUP TRUCK - SMALL,2.3,4,A5,X,11.2,8.3,9.9,29,228
2019,Jeep,Grand Cherokee 4X4 EcoDiesel,SUV: Standard,3.0,6,A8,D,11.2,8.5,10.0,28,268
2003,MITSUBISHI,MONTERO SPORT,SUV,3.5,6,A4,X,14.1,11.1,12.8,22,294
2003,FORD,ESCAPE,SUV,2.0,4,M5,X,10.3,7.8,9.2,31,212
2013,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,10.1,6.9,8.7,32,200
2011,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,9.1,6.0,7.7,37,177
2017,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,20,325
2018,Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,M7,Z,12.2,8.5,10.5,27,246
2001,SUZUKI,ESTEEM,SUBCOMPACT,1.6,4,A4,X,8.6,6.4,7.6,37,175
2015,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,13.7,9.9,12.0,24,276
2000,NISSAN,QUEST,MINIVAN,3.3,6,A4,X,13.9,9.0,11.7,24,269
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,A4,X,14.1,9.5,12.0,24,276
2014,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,4.3,4.8,4.5,63,104
2008,JEEP,COMPASS,SUV,2.4,4,AV,X,9.7,8.0,8.9,32,205
2015,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.2,14.1,16.9,17,270
2010,LEXUS,IS 250C,SUBCOMPACT,2.5,6,M6,Z,11.6,7.6,9.8,29,225
2012,JEEP,WRANGLER 4X4,SUV,3.6,6,A5,X,12.6,9.5,11.2,25,258
2012,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.7,5,A4,X,12.9,9.0,11.2,25,258
2002,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,13.1,8.0,10.8,26,248
2002,GMC,K2500 SIERRA 4X4 CNG,PICKUP TRUCK - STANDARD,6.0,8,A4,N,21.4,16.3,19.1,15,361
2012,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.1,14.3,17.5,16,280
2002,TOYOTA,HIGHLANDER,SUV,2.4,4,A4,X,10.7,7.9,9.4,30,216
2002,ACURA,1.7EL,COMPACT,1.7,4,M5,X,7.6,6.0,6.9,41,159
2012,MAZDA,MAZDA3,COMPACT,2.0,4,M5,X,8.1,5.9,7.1,40,163
2017,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.8,11.0,26,259
2020,BMW,M240i xDrive Coupe,Subcompact,3.0,6,AS8,Z,11.4,8.3,10.0,28,233
2004,HONDA,PILOT,SUV,3.5,6,A5,X,14.1,10.0,12.3,23,283
2022,Toyota,Corolla Hatchback,Compact,2.0,4,AV10,X,7.5,5.9,6.8,42,159
2008,KIA,RONDO,STATION WAGON - MID-SIZE,2.7,6,A5,X,11.6,7.7,9.8,29,225
2021,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4,A9,Z,10.8,7.9,9.5,30,223
2008,CHRYSLER,SEBRING SEDAN,MID-SIZE,3.5,6,AS6,X,12.9,7.7,10.6,27,244
2018,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.9,6.6,7.3,39,170
2003,MAZDA,B2300,PICKUP TRUCK - STANDARD,2.3,4,A5,X,10.4,8.2,9.4,30,216
2012,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,12.7,8.3,10.7,26,246
2003,MITSUBISHI,GALANT,MID-SIZE,2.4,4,A4,X,11.3,7.9,9.8,29,225
2003,KIA,MAGENTIS,MID-SIZE,2.7,6,M5,X,11.6,7.8,9.9,29,228
2009,BMW,M6 CABRIOLET,SUBCOMPACT,5.0,10,AM7,Z,18.0,10.8,14.8,19,340
2017,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.5,10.5,12.2,23,286
2011,BMW,335i CABRIOLET,SUBCOMPACT,3.0,6,A6,Z,11.3,7.2,9.5,30,218
2004,VOLVO,V70 R AWD TURBO,STATION WAGON - MID-SIZE,2.5,5,M6,Z,13.1,8.6,11.1,25,255
2011,DODGE,GRAND CARAVAN FFV C/V,MINIVAN,3.6,6,AS6,X,12.2,7.9,10.3,27,237
2005,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,11.6,7.4,9.7,29,223
2015,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,163
2000,JEEP,GRAND CHEROKEE 4X4,SUV,4.0,6,A4,X,14.8,10.5,12.9,22,297
2006,HYUNDAI,TUCSON WAGON 4X4,SUV,2.7,6,A4,X,12.3,8.8,10.7,26,246
2018,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.4,13.8,16.4,17,384
2016,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2019,Subaru,WRX AWD,Compact,2.0,4,AV8,Z,12.6,9.6,11.2,25,256
2019,Cadillac,CT6 AWD,Full-size,3.0,6,AS10,Z,13.1,9.1,11.3,25,267
2019,Honda,Odyssey,Minivan,3.5,6,AS9,X,12.6,8.4,10.7,26,252
2019,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,14.1,10.2,12.4,23,290
2012,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M6,Z,11.5,7.7,9.8,29,225
2001,NISSAN,ALTIMA,COMPACT,2.4,4,A4,X,10.9,7.6,9.4,30,216
2022,Land Rover,Range Rover SVAutobiography,SUV: Standard,5.0,8,AS8,Z,17.1,12.6,15.1,19,354
2017,BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.4,9.0,31,210
2021,Chevrolet,Silverado 4WD Trail Boss (Without AFM),Pickup truck: Standard,5.3,8,A6,X,17.8,13.2,15.7,18,368
2016,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27,250
2010,BUICK,LUCERNE,FULL-SIZE,3.9,6,A4,E,16.3,10.1,13.5,21,216
2017,AUDI,A8,MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,26,249
2011,CHEVROLET,SILVERADO XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.7,9.1,11.6,24,267
2008,AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,AS6,Z,15.5,9.5,12.8,22,294
2021,Lamborghini,Aventador Sian Roadster,Two-seater,6.5,12,AM7,Z,28.3,16.8,23.1,12,539
2010,PONTIAC,VIBE AWD,STATION WAGON - SMALL,2.4,4,A4,X,10.3,7.8,9.2,31,212
2017,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,34,195
2017,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,258
2018,Toyota,Highlander AWD (Start/Stop System),SUV: Standard,3.5,6,AS8,X,12.0,8.9,10.6,27,247
2009,SAAB,9-3 SPORTCOMBI AWD TURBO,STATION WAGON - SMALL,2.8,6,M6,Z,13.9,8.3,11.4,25,262
2001,SATURN,SL #,COMPACT,1.9,4,A4,X,9.3,6.1,7.9,36,182
2021,Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2.0,4,AM7,Z,10.4,7.5,9.1,31,212
2017,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,11.9,8.5,10.4,27,242
2017,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,16.7,12.9,15.0,19,347
2016,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,277
2020,Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4.0,8,A9,Z,13.7,8.8,11.5,25,268
2004,MERCEDES-BENZ,C 320 4-MATIC,COMPACT,3.2,6,A5,Z,12.2,8.1,10.4,27,239
2009,INFINITI,QX56 4WD,SUV,5.6,8,A5,Z,17.3,11.8,14.8,19,340
2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,X,9.2,6.3,7.9,36,182
2018,Ford,F-150 4X4,Pickup truck: Standard,5.0,8,AS10,X,14.6,10.9,13.0,22,304
2010,GMC,YUKON XL,SUV,5.3,8,A6,X,14.4,9.6,12.2,23,281
2017,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
2017,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149
2012,TOYOTA,COROLLA,COMPACT,2.4,4,AS5,X,9.4,6.5,8.1,35,186
2006,BMW,750i,FULL-SIZE,4.8,8,A6,Z,13.8,8.7,11.5,25,264
2001,AUDI,TT ROADSTER QUATTRO #,TWO-SEATER,1.8,4,M6,Z,11.6,7.7,9.8,29,225
2010,CHEVROLET,TRAVERSE AWD,SUV,3.6,6,A6,X,13.1,8.8,11.1,25,255
2000,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,M5,X,13.3,9.7,11.7,24,269
2008,BMW,M6 CABRIOLET,SUBCOMPACT,5.0,10,AM7,Z,18.0,10.8,14.8,19,340
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,11.2,7.4,9.5,30,219
2010,FORD,FUSION S,MID-SIZE,2.5,4,M6,X,9.5,6.3,8.0,35,184
2020,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.5,10.7,12.8,22,302
2000,SATURN,LS,MID-SIZE,2.2,4,M5,X,10.8,6.5,8.9,32,205
2009,GMC,CANYON,PICKUP TRUCK - SMALL,3.7,5,A4,X,12.5,8.7,10.8,26,248
2001,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,6.9,4.9,6.0,47,162
2008,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8,A5,E,21.1,14.8,18.3,15,293
2005,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,15.2,11.5,13.5,21,310
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,7.1,5.0,6.2,46,143
2015,JAGUAR,XF AWD,MID-SIZE,3.0,6,AS8,Z,13.9,8.8,11.6,24,267
2010,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,10.7,7.0,9.0,31,207
2017,CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,24,279
2013,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,12.1,8.7,10.6,27,244
2020,Mazda,Mazda3 5-Door,Mid-size,2.0,4,AS6,X,8.6,6.7,7.7,37,181
2004,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,17.0,13.1,15.2,19,350
2005,MERCEDES-BENZ,CL 500,COMPACT,5.0,8,A7,Z,14.7,9.1,12.2,23,281
2011,CHEVROLET,TAHOE HYBRID,SUV,6.0,8,AV,X,10.1,8.4,9.4,30,216
2001,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,M5,X,13.6,9.6,11.8,24,271
2006,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.2,11.6,14.7,19,338
2007,FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,A5,X,11.2,8.3,9.9,29,228
2001,TOYOTA,CAMRY,MID-SIZE,2.2,4,A4,X,10.1,6.8,8.6,33,198
2020,Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
2018,Jaguar,F-PACE 20d,SUV: Small,2.0,4,AS8,D,8.9,7.2,8.1,35,218
2011,CHEVROLET,SUBURBAN 4WD HD,SUV,6.0,8,A6,X,20.7,13.1,17.3,16,398
2008,SUBARU,FORESTER 2.5X,SUV,2.5,4,A4,X,10.4,7.8,9.2,31,212
2019,Mercedes-Benz,GLS 450 4MATIC,SUV: Standard,3.0,6,A9,Z,14.9,11.2,13.2,21,312
2019,Volkswagen,Jetta,Compact,1.4,4,AS8,X,7.8,5.9,7.0,40,162
2015,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26,246
2009,CHEVROLET,HHR FFV,SUV,2.2,4,A4,X,9.6,6.6,8.2,34,189
2016,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,279
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184
2003,VOLKSWAGEN,PASSAT 4MOTION WAGON,STATION WAGON - MID-SIZE,4.0,8,AS5,Z,13.8,9.2,11.7,24,269
2004,FORD,ESCAPE 4X4,SUV,3.0,6,A4,X,13.0,9.2,11.3,25,260
2017,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,259
2014,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,12.4,8.1,10.5,27,242
2022,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.2,9.7,11.1,25,260
2004,BENTLEY,ARNAGE LWB,FULL-SIZE,6.7,8,A4,Z,22.9,14.9,19.3,15,444
2013,INFINITI,QX56 4WD,SUV - STANDARD,5.6,8,AS7,Z,15.7,10.3,13.2,21,304
2015,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
2022,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
2016,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,229
2012,CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,E,25.9,16.7,21.7,13,347
2006,MAZDA,MX-5,TWO-SEATER,2.0,4,M6,Z,9.7,7.2,8.6,33,198
2019,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.5,4.8,4.7,60,110
2007,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,A4,X,8.2,6.0,7.2,39,166
2020,Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,X,11.0,9.1,10.1,28,241
2016,BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
2018,Ford,Fusion,Mid-size,1.5,4,AS6,X,10.0,7.0,8.7,32,203
2014,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,11.8,7.8,10.0,28,230
2004,MERCEDES-BENZ,C 230K,COMPACT,1.8,4,A5,Z,10.2,7.1,8.8,32,202
2007,GMC,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.4,10.7,13.3,21,306
2004,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8,A4,X,16.1,11.5,14.0,20,322
2019,Mazda,CX-3,Compact,2.0,4,M6,X,8.8,7.0,8.0,35,186
2019,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2016,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,X,12.6,9.7,11.3,25,261
2015,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.7,14.3,17.9,16,286
2016,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295
2019,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.9,8.4,10.9,26,259
2016,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301
2001,MERCEDES-BENZ,C 240,COMPACT,2.6,6,A5,Z,11.9,8.2,10.2,28,235
2020,BMW,M760i xDrive Sedan,Full-size,6.6,12,AS8,Z,17.8,11.9,15.1,19,354
2012,DODGE,CHALLENGER SRT8 392,COMPACT,6.4,8,M6,Z,15.1,8.8,12.3,23,283
2010,FORD,MUSTANG,COMPACT,4.0,6,M5,X,11.7,7.6,9.9,29,228
2011,MERCEDES-BENZ,SLK 300,TWO-SEATER,3.0,6,M6,Z,11.9,7.7,10.0,28,230
2000,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,A4,X,14.5,9.5,12.2,23,281
2019,Ram,1500,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,320
2006,MITSUBISHI,ECLIPSE,SUBCOMPACT,2.4,4,M5,X,10.4,7.2,8.9,32,205
2003,OLDSMOBILE,SILHOUETTE AWD,MINIVAN,3.4,6,A4,X,13.1,8.9,11.2,25,258
2013,BMW,320i,COMPACT,2.0,4,A8,Z,8.5,5.2,7.0,40,161
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,X,15.1,10.7,13.1,22,301
2010,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.2,9.3,30,214
2008,CHEVROLET,TAHOE HYBRID 4X4,SUV,6.0,8,AV,X,10.5,9.8,10.2,28,235
2019,Toyota,86,Minicompact,2.0,4,AS6,Z,9.9,7.3,8.7,32,204
2011,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.7,5,A4,X,12.5,8.7,10.8,26,248
2009,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,X,16.5,12.2,14.6,19,336
2017,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,E,12.2,8.8,10.6,27,177
2015,BENTLEY,CONTINENTAL GT3-R,TWO-SEATER,4.0,8,AS8,Z,17.6,10.1,14.2,20,327
2004,MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.0,9.6,12.0,24,276
2022,Lamborghini,Huracan evo Coupe,Two-seater,5.2,10,AM7,Z,18.0,12.9,15.7,18,371
2009,CHEVROLET,TAHOE 4X4 FFV,SUV,6.2,8,A6,E,22.7,14.8,19.2,15,307
2015,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283
2014,KIA,FORTE,MID-SIZE,1.8,4,A6,X,8.3,5.5,7.0,40,161
2019,Acura,NSX,Two-seater,3.5,6,AM9,Z,11.1,10.8,11.0,26,261
2001,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,14.6,11.0,13.0,22,299
2022,Audi,Q5 45 TFSI quattro,SUV: Small,2.0,4,AM7,Z,10.3,8.4,9.4,30,220
2020,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,13.9,10.1,12.2,23,286
2022,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305
2006,MERCEDES-BENZ,CL 55K AMG #,COMPACT,5.4,8,AS5,Z,16.1,9.9,13.3,21,306
2021,Mazda,CX-30 4WD,SUV: Small,2.0,4,AS6,X,9.4,7.7,8.6,33,202
2022,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.0,8.7,10.0,28,271
2008,CADILLAC,SRX,SUV,3.6,6,AS5,X,14.3,8.9,11.9,24,274
2019,Cadillac,CTS-V,Mid-size,6.2,8,AS8,Z,17.1,11.0,14.3,20,337
2013,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,9.0,7.0,8.1,35,186
2013,BMW,335i,COMPACT,3.0,6,A8,Z,9.1,6.0,7.7,37,177
2016,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.3,13.8,20,324
2011,LAND ROVER,LR4,SUV,5.0,8,A6,Z,17.1,11.6,14.6,19,336
2016,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21,313
2011,SUBARU,FORESTER AWD,SUV,2.5,4,AS4,Z,11.9,8.2,10.2,28,235
2003,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,M5,X,12.6,9.4,11.2,25,258
2020,Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,32,205
2019,Jaguar,F-PACE 35t,SUV: Small,3.0,6,AS8,Z,13.3,10.0,11.8,24,277
2018,Infiniti,QX30,Compact,2.0,4,AM7,Z,9.7,7.1,8.5,33,200
2010,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS6,X,11.4,7.2,9.5,30,218
2008,CHEVROLET,EXPRESS PASSENGER AWD FFV,VAN - PASSENGER,5.3,8,A4,E,22.9,17.4,20.4,14,326
2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.6,10.4,12.7,22,292
2012,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,A8,Z,13.5,8.3,11.1,25,255
2006,SAAB,9-2X WAGON AWD,STATION WAGON - SMALL,2.5,4,A4,X,10.7,7.9,9.4,30,216
2005,VOLVO,S40 2.5T AWD TURBO,COMPACT,2.5,5,AS5,Z,11.8,8.0,10.1,28,232
2012,KIA,FORTE,MID-SIZE,2.0,4,M6,X,8.1,5.7,7.0,40,161
2015,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,225
2005,KIA,SPORTAGE,SUV,2.7,6,A4,X,12.1,8.5,10.5,27,242
2005,MERCEDES-BENZ,S 600V,FULL-SIZE,5.5,12,A5,Z,18.9,11.6,15.6,18,359
2019,Subaru,Legacy AWD,Mid-size,2.5,4,AV7,X,9.3,7.0,8.2,34,193
2006,MERCEDES-BENZ,C 230 #,COMPACT,2.5,6,A7,Z,11.1,7.3,9.4,30,216
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,7.0,5.0,6.1,46,140
2010,PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M6,Z,11.8,8.0,10.1,28,232
2017,BMW,M2,SUBCOMPACT,3.0,6,M6,Z,13.1,9.2,11.4,25,267
